gtip_pozisyon,aciklama,fasil
610690900000,"Kadınlar ve kız çocuklar için bluzlar, gömlekler, gömlek -bluzlar (örme veya kroşe) / Dokumaya elverişli diğer maddelerden / Dokumaya elverişli diğer maddelerden",61
610711000000,"Erkekler ve erkek çocuklar için külotlar, slipler, gece gömlekleri, pijamalar, bornozlar, robdöşambrlar ve benzeri eşya (örme veya kroşe) / Külotlar ve slipler / Pamuktan",61
610712000000,"Erkekler ve erkek çocuklar için külotlar, slipler, gece gömlekleri, pijamalar, bornozlar, robdöşambrlar ve benzeri eşya (örme veya kroşe) / Külotlar ve slipler / Sentetik ve suni liflerden",61
610719000000,"Erkekler ve erkek çocuklar için külotlar, slipler, gece gömlekleri, pijamalar, bornozlar, robdöşambrlar ve benzeri eşya (örme veya kroşe) / Külotlar ve slipler / Dokumaya elverişli diğer maddelerden",61
610721000000,"Erkekler ve erkek çocuklar için külotlar, slipler, gece gömlekleri, pijamalar, bornozlar, robdöşambrlar ve benzeri eşya (örme veya kroşe) / Gece gömlekleri ve pijamalar / Pamuktan",61
610722000000,"Erkekler ve erkek çocuklar için külotlar, slipler, gece gömlekleri, pijamalar, bornozlar, robdöşambrlar ve benzeri eşya (örme veya kroşe) / Gece gömlekleri ve pijamalar / Sentetik veya suni liflerden",61
610729000000,"Erkekler ve erkek çocuklar için külotlar, slipler, gece gömlekleri, pijamalar, bornozlar, robdöşambrlar ve benzeri eşya (örme veya kroşe) / Gece gömlekleri ve pijamalar / Dokumaya elverişli diğer maddelerden",61
610791000000,"Erkekler ve erkek çocuklar için külotlar, slipler, gece gömlekleri, pijamalar, bornozlar, robdöşambrlar ve benzeri eşya (örme veya kroşe) / Diğerleri / Pamuktan",61
610799000000,"Erkekler ve erkek çocuklar için külotlar, slipler, gece gömlekleri, pijamalar, bornozlar, robdöşambrlar ve benzeri eşya (örme veya kroşe) / Diğerleri / Dokumaya elverişli diğer maddelerden",61
610811000000,"Kadınlar ve kız çocuklar için kombinezonlar, jüp veya jüponlar, slipler ve külotlar, gecelikler, pijamalar, lizözler, bornozlar, sabahlıklar ve benzeri eşya (örme veya kroşe) / Kombinezon, jüp veya jüponlar / Sentetik veya suni liflerden",61
610819000000,"Kadınlar ve kız çocuklar için kombinezonlar, jüp veya jüponlar, slipler ve külotlar, gecelikler, pijamalar, lizözler, bornozlar, sabahlıklar ve benzeri eşya (örme veya kroşe) / Kombinezon, jüp veya jüponlar / Dokumaya elverişli diğer maddelerden",61
610821000000,"Kadınlar ve kız çocuklar için kombinezonlar, jüp veya jüponlar, slipler ve külotlar, gecelikler, pijamalar, lizözler, bornozlar, sabahlıklar ve benzeri eşya (örme veya kroşe) / Slipler ve külotlar / Pamuktan",61
610822000000,"Kadınlar ve kız çocuklar için kombinezonlar, jüp veya jüponlar, slipler ve külotlar, gecelikler, pijamalar, lizözler, bornozlar, sabahlıklar ve benzeri eşya (örme veya kroşe) / Slipler ve külotlar / Sentetik ve suni liflerden",61
610829000000,"Kadınlar ve kız çocuklar için kombinezonlar, jüp veya jüponlar, slipler ve külotlar, gecelikler, pijamalar, lizözler, bornozlar, sabahlıklar ve benzeri eşya (örme veya kroşe) / Slipler ve külotlar / Dokumaya elverişli diğer maddelerden",61
610831000000,"Kadınlar ve kız çocuklar için kombinezonlar, jüp veya jüponlar, slipler ve külotlar, gecelikler, pijamalar, lizözler, bornozlar, sabahlıklar ve benzeri eşya (örme veya kroşe) / Gecelikler ve pijamalar / Pamuktan",61
610832000000,"Kadınlar ve kız çocuklar için kombinezonlar, jüp veya jüponlar, slipler ve külotlar, gecelikler, pijamalar, lizözler, bornozlar, sabahlıklar ve benzeri eşya (örme veya kroşe) / Gecelikler ve pijamalar / Sentetik veya suni liflerden",61
610839000000,"Kadınlar ve kız çocuklar için kombinezonlar, jüp veya jüponlar, slipler ve külotlar, gecelikler, pijamalar, lizözler, bornozlar, sabahlıklar ve benzeri eşya (örme veya kroşe) / Gecelikler ve pijamalar / Dokumaya elverişli diğer maddelerden",61
610891000000,"Kadınlar ve kız çocuklar için kombinezonlar, jüp veya jüponlar, slipler ve külotlar, gecelikler, pijamalar, lizözler, bornozlar, sabahlıklar ve benzeri eşya (örme veya kroşe) / Diğerleri / Pamuktan",61
610892000000,"Kadınlar ve kız çocuklar için kombinezonlar, jüp veya jüponlar, slipler ve külotlar, gecelikler, pijamalar, lizözler, bornozlar, sabahlıklar ve benzeri eşya (örme veya kroşe) / Diğerleri / Sentetik veya suni liflerden",61
610899000000,"Kadınlar ve kız çocuklar için kombinezonlar, jüp veya jüponlar, slipler ve külotlar, gecelikler, pijamalar, lizözler, bornozlar, sabahlıklar ve benzeri eşya (örme veya kroşe) / Diğerleri / Dokumaya elverişli diğer maddelerden",61
610910000000,"Tişörtler, fanilalar, atletler, kaşkorseler ve diğer iç giyim eşyası (örme veya kroşe) / Pamuktan",61
610990200011,"Tişörtler, fanilalar, atletler, kaşkorseler ve diğer iç giyim eşyası (örme veya kroşe) / Dokumaya elverişli diğer maddelerden / Yünden, ince hayvan kıllarından, sentetik veya suni liflerden / Yünden, ince hayvan kıllarından",61
610990200012,"Tişörtler, fanilalar, atletler, kaşkorseler ve diğer iç giyim eşyası (örme veya kroşe) / Dokumaya elverişli diğer maddelerden / Yünden, ince hayvan kıllarından, sentetik veya suni liflerden / Sentetik veya suni liflerden",61
610990900000,"Tişörtler, fanilalar, atletler, kaşkorseler ve diğer iç giyim eşyası (örme veya kroşe) / Dokumaya elverişli diğer maddelerden / Diğerleri",61
611011100000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Yünden veya ince hayvan kıllarından / Yünden / Kazaklar ve süveterler (ağırlık itibariyle en az %50 yün içeren ve her birinin ağırlığı 600 gr. veya daha fazla olanlar)",61
611011300000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Yünden veya ince hayvan kıllarından / Yünden / Diğerleri / Erkekler ve erkek çocuklar için",61
611011900000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Yünden veya ince hayvan kıllarından / Yünden / Diğerleri / Kadınlar ve kız çocuklar için",61
611012100000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Yünden veya ince hayvan kıllarından / Kaşmir keçisinin kıllarından / Erkekler ve erkek çocuklar için",61
611012900000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Yünden veya ince hayvan kıllarından / Kaşmir keçisinin kıllarından / Kadınlar ve kız çocuklar için",61
611019100000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Yünden veya ince hayvan kıllarından / Diğerleri / Erkekler ve erkek çocuklar için",61
611019900000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Yünden veya ince hayvan kıllarından / Diğerleri / Kadınlar ve kız çocuklar için",61
611020100000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Pamuktan / Yuvarlak, balıkçı veya ""polo"" yakalı hafif ince örme kazak ve süveterler",61
611020910000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Pamuktan / Diğerleri / Erkekler ve erkek çocuklar için",61
611020990000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Pamuktan / Diğerleri / Kadınlar ve kız çocuklar için",61
611030100000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Sentetik veya suni liflerden / Yuvarlak, balıkçı veya ""polo"" yakalı hafif ince örme kazak ve süveterler",61
611030910000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Sentetik veya suni liflerden / Diğerleri / Erkekler ve erkek çocuklar için",61
611030990000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Sentetik veya suni liflerden / Diğerleri / Kadınlar ve kız çocuklar için",61
611090100000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Dokumaya elverişli diğer maddelerden / Keten ve ramiden",61
611090900000,"Kazaklar, süveterler, hırkalar, yelekler ve benzeri eşya (örme veya kroşe) / Dokumaya elverişli diğer maddelerden / Diğerleri",61
611120100000,Bebekler için giyim eşyası ve aksesuarı (örme veya kroşe) / Pamuktan / Eldivenler,61
611120900000,Bebekler için giyim eşyası ve aksesuarı (örme veya kroşe) / Pamuktan / Diğerleri,61
611130100000,Bebekler için giyim eşyası ve aksesuarı (örme veya kroşe) / Sentetik liflerden / Eldivenler,61
611130900000,Bebekler için giyim eşyası ve aksesuarı (örme veya kroşe) / Sentetik liflerden / Diğerleri,61
611190110000,Bebekler için giyim eşyası ve aksesuarı (örme veya kroşe) / Dokumaya elverişli diğer maddelerden / Yünden veya ince hayvan kıllarından / Eldivenler,61
611190190000,Bebekler için giyim eşyası ve aksesuarı (örme veya kroşe) / Dokumaya elverişli diğer maddelerden / Yünden veya ince hayvan kıllarından / Diğerleri,61
611190900000,Bebekler için giyim eşyası ve aksesuarı (örme veya kroşe) / Dokumaya elverişli diğer maddelerden / Diğerleri,61
611211000000,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Spor kıyafetleri / Pamuktan",61
611212000000,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Spor kıyafetleri / Sentetik liflerden",61
611219000011,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Spor kıyafetleri / Dokumaya elverişli diğer maddelerden / Suni liflerden",61
611219000012,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Spor kıyafetleri / Dokumaya elverişli diğer maddelerden / Yünden veya ince hayvan kıllarından",61
611219000019,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Spor kıyafetleri / Dokumaya elverişli diğer maddelerden / Diğerleri",61
611220000011,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Kayak kıyafetleri / Yünden veya ince hayvan kıllarından",61
611220000012,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Kayak kıyafetleri / Pamuktan",61
611220000013,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Kayak kıyafetleri / Suni veya sentetik liflerden",61
611220000019,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Kayak kıyafetleri / Dokumaya elverişli diğer maddelerden",61
611231100000,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Erkekler ve erkek çocuklar için yüzme kıyafetleri / Sentetik liflerden / Ağırlık itibariyle % 5 veya daha fazla kauçuk iplik içerenler",61
611231900000,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Erkekler ve erkek çocuklar için yüzme kıyafetleri / Sentetik liflerden / Diğerleri",61
611239100011,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Erkekler ve erkek çocuklar için yüzme kıyafetleri / Dokumaya elverişli diğer maddelerden / Ağırlık itibariyle % 5 veya daha fazla kauçuk iplik içerenler / Pamuktan",61
611239100019,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Erkekler ve erkek çocuklar için yüzme kıyafetleri / Dokumaya elverişli diğer maddelerden / Ağırlık itibariyle % 5 veya daha fazla kauçuk iplik içerenler / Dokumaya elverişli diğer maddelerden",61
611239900011,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Erkekler ve erkek çocuklar için yüzme kıyafetleri / Dokumaya elverişli diğer maddelerden / Diğerleri / Pamuktan",61
611239900019,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Erkekler ve erkek çocuklar için yüzme kıyafetleri / Dokumaya elverişli diğer maddelerden / Diğerleri / Dokumaya elverişli diğer maddelerden",61
611241100000,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Kadınlar ve kız çocuklar için yüzme kıyafetleri / Sentetik liflerden / Ağırlık itibariyle % 5 veya daha fazla kauçuk iplik içerenler",61
611241900000,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Kadınlar ve kız çocuklar için yüzme kıyafetleri / Sentetik liflerden / Diğerleri",61
611249100011,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Kadınlar ve kız çocuklar için yüzme kıyafetleri / Dokumaya elverişli diğer maddelerden / Ağırlık itibariyle % 5 veya daha fazla kauçuk iplik içerenler / Pamuktan",61
611249100019,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Kadınlar ve kız çocuklar için yüzme kıyafetleri / Dokumaya elverişli diğer maddelerden / Ağırlık itibariyle % 5 veya daha fazla kauçuk iplik içerenler / Dokumaya elverişli diğer maddelerden",61
611249900011,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Kadınlar ve kız çocuklar için yüzme kıyafetleri / Dokumaya elverişli diğer maddelerden / Diğerleri / Pamuktan",61
611249900019,"Spor, kayak ve yüzme kıyafetIeri (örme veya kroşe) / Kadınlar ve kız çocuklar için yüzme kıyafetleri / Dokumaya elverişli diğer maddelerden / Diğerleri / Dokumaya elverişli diğer maddelerden",61
611300100000,"59.03, 59.06 veya 59.07 Pozisyonlarındaki örme veya kroşe mensucattan yapılmış giyim eşyası / 59.06 Pozisyonundaki örme veya kroşe mensucattan yapılmış giyim eşyası",61
611300900000,"59.03, 59.06 veya 59.07 Pozisyonlarındaki örme veya kroşe mensucattan yapılmış giyim eşyası / Diğerleri",61
611420000000,Diğer giyim eşyası (örme veya kroşe) / Pamuktan,61
611430000011,Diğer giyim eşyası (örme veya kroşe) / Sentetik veya suni liflerden / Sentetik liflerden,61
611430000012,Diğer giyim eşyası (örme veya kroşe) / Sentetik veya suni liflerden / Suni liflerden,61
611490000000,Diğer giyim eşyası (örme veya kroşe) / Dokumaya elverişli diğer maddelerden,61
611510100000,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Dereceli olarak baskı yapan çoraplar (örneğin;varis çorapları) / Sentetik liflerden varis çorapları",61
611510900000,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Dereceli olarak baskı yapan çoraplar (örneğin;varis çorapları) / Diğerleri",61
611521000000,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Diğer külotlu çoraplar ve taytlar / Sentetik liflerden (tek katı 67 desiteksten az olanlar)",61
611522000000,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Diğer külotlu çoraplar ve taytlar / Sentetik liflerden (tek katı 67 desiteks veya daha fazla olanlar)",61
611529000011,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Diğer külotlu çoraplar ve taytlar / Dokumaya elverişli diğer maddelerden / Suni liflerden",61
611529000012,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Diğer külotlu çoraplar ve taytlar / Dokumaya elverişli diğer maddelerden / Pamuktan",61
611529000013,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Diğer külotlu çoraplar ve taytlar / Dokumaya elverişli diğer maddelerden / Yünden veya ince hayvan kıllarından",61
611529000019,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Diğer külotlu çoraplar ve taytlar / Dokumaya elverişli diğer maddelerden / Diğerleri",61
611530110000,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Kadınlar için uzun veya diz altı çorapları (tek katı 67 desiteksten az olanlar) / Sentetik liflerden / Diz altı çorapları",61
611530190000,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Kadınlar için uzun veya diz altı çorapları (tek katı 67 desiteksten az olanlar) / Sentetik liflerden / Diğerleri",61
611530900011,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Kadınlar için uzun veya diz altı çorapları (tek katı 67 desiteksten az olanlar) / Dokumaya elverişli diğer maddelerden / Diz altı çorapları",61
611530900019,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Kadınlar için uzun veya diz altı çorapları (tek katı 67 desiteksten az olanlar) / Dokumaya elverişli diğer maddelerden / Diğerleri",61
611594000000,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Diğerleri / Yünden veya ince hayvan kıllarından",61
611595000000,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Diğerleri / Pamuktan",61
611596100000,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Diğerleri / Sentetik liflerden / Diz altı çorapları (varis çorapları hariç)",61
611596910000,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Diğerleri / Sentetik liflerden / Diğerleri / Kadın çorapları",61
611596990000,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Diğerleri / Sentetik liflerden / Diğerleri / Diğerlerİ",61
611599000000,"Külotlu çoraplar,taytlar, kısa ve uzun konçlu çoraplar, soketler, dereceli olarak baskı yapan çoraplar (örneğin varis çorapları) ve patik şeklinde çoraplar dahil (örme veya kroşe) / Diğerleri / Dokumaya elverişli diğer maddelerden",61
611610200000,"Eldivenler, tek parmaklı eldivenler ve parmaksız eldivenler (örme veya kroşe) / Plastik veya kauçuk emdirilmiş, sıvanmış, kaplanmış veya lamine edilmiş olanlar / Kauçuk emdirilmiş, sıvanmış, kaplanmış veya lamine edilmiş eldivenler",61
611610800000,"Eldivenler, tek parmaklı eldivenler ve parmaksız eldivenler (örme veya kroşe) / Plastik veya kauçuk emdirilmiş, sıvanmış, kaplanmış veya lamine edilmiş olanlar / Diğerleri",61
611691000000,"Eldivenler, tek parmaklı eldivenler ve parmaksız eldivenler (örme veya kroşe) / Diğerleri / Yünden veya ince hayvan kıllarından",61
611692000000,"Eldivenler, tek parmaklı eldivenler ve parmaksız eldivenler (örme veya kroşe) / Diğerleri / Pamuktan",61
611693000000,"Eldivenler, tek parmaklı eldivenler ve parmaksız eldivenler (örme veya kroşe) / Diğerleri / Sentetik liflerden",61
611699000000,"Eldivenler, tek parmaklı eldivenler ve parmaksız eldivenler (örme veya kroşe) / Diğerleri / Dokumaya elverişli diğer maddelerden",61
611710000000,"Giyim eşyasının diğer aksesuarı (örme veya kroşe) ; giyim eşyasının veya giyim eşyası aksesuarının parçaları (örme veya kroşe) / Şallar, eşarplar, boyun atkıları, kaşkollar, peçeler, duvaklar ve benzeri eşya",61
611780101100,"Giyim eşyasının diğer aksesuarı (örme veya kroşe) ; giyim eşyasının veya giyim eşyası aksesuarının parçaları (örme veya kroşe) / Diğer aksesuar / Örme veya kroşe, elastiki veya kauçuklu olanlar / Dizlikler",61
611780101900,"Giyim eşyasının diğer aksesuarı (örme veya kroşe) ; giyim eşyasının veya giyim eşyası aksesuarının parçaları (örme veya kroşe) / Diğer aksesuar / Örme veya kroşe, elastiki veya kauçuklu olanlar / Diğerleri",61
611780800000,Giyim eşyasının diğer aksesuarı (örme veya kroşe) ; giyim eşyasının veya giyim eşyası aksesuarının parçaları (örme veya kroşe) / Diğer aksesuar / Diğerleri,61
611790000000,Giyim eşyasının diğer aksesuarı (örme veya kroşe) ; giyim eşyasının veya giyim eşyası aksesuarının parçaları (örme veya kroşe) / Parçalar,61
620120000000,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Yünden veya ince hayvan kıllarından",62
620130100011,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçmeyen giyim eşyası / Paltolar",62
620130100012,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçmeyen giyim eşyası / Yağmurluklar",62
620130100013,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçmeyen giyim eşyası / Kabanlar",62
620130100014,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçmeyen giyim eşyası / Kolsuz ceketler",62
620130100015,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçmeyen giyim eşyası / Pelerinler",62
620130100016,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçmeyen giyim eşyası / Parkalar",62
620130100019,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçmeyen giyim eşyası / Diğerleri",62
620130900011,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçen giyim eşyası / Paltolar",62
620130900012,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçen giyim eşyası / Yağmurluklar",62
620130900013,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçen giyim eşyası / Kabanlar",62
620130900014,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçen giyim eşyası / Kolsuz ceketler",62
620130900015,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçen giyim eşyası / Pelerinler",62
620130900016,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçen giyim eşyası / Parkalar",62
620130900019,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Pamuktan / Herbirinin ağırlığı 1 kg. ı geçen giyim eşyası / Diğerleri",62
620140100011,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Sentetik veya suni liflerden / Herbirinin ağırlığı 1 kg. ı geçmeyen giyim eşyası / Paltolar",62
620140100012,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Sentetik veya suni liflerden / Herbirinin ağırlığı 1 kg. ı geçmeyen giyim eşyası / Yağmurluklar",62
620140100013,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Sentetik veya suni liflerden / Herbirinin ağırlığı 1 kg. ı geçmeyen giyim eşyası / Kabanlar",62
620140100014,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Sentetik veya suni liflerden / Herbirinin ağırlığı 1 kg. ı geçmeyen giyim eşyası / Kolsuz ceketler",62
620140100015,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Sentetik veya suni liflerden / Herbirinin ağırlığı 1 kg. ı geçmeyen giyim eşyası / Pelerinler",62
620140100016,"Erkekler veya erkek çocuklar için paltolar, kabanlar, kolsuz ceketler, pelerinler, anoraklar (kayak ceketleri dahil), rüzgarlıklar ve benzeri eşya (62.03 pozisyonundakiler hariç) / Sentetik veya suni liflerden / Herbirinin ağırlığı 1 kg. ı geçmeyen giyim eşyası / Parkalar",62
